id,slot_no,status,vehicle,lot_id,road_name,lot_type,geom
1509,1509,,,Bank of Africa25,Bank of Africa,,0106000020E6100000010000000103000000010000000500000020A6BFFC2D684240FFAE338886CAF4BFF0BEC8102F68424001F5DE3658CAF4BFD8AB8DF32F68424000E12C735ACAF4BF907B27C42E684240FF02D15B88CAF4BF20A6BFFC2D684240FFAE338886CAF4BF
1510,1510,,,Bank of Africa26,Bank of Africa,,0106000020E610000001000000010300000001000000050000001867514723684240FF50D04125CBF4BF18EE9A3225684240FFAFDA3923CBF4BF303F0C212568424000E8498238CBF4BF607007362368424000E8498238CBF4BF1867514723684240FF50D04125CBF4BF
1511,1511,,,Bank of Africa27,Bank of Africa,,0106000020E61000000100000001030000000100000005000000C06DF3872568424002B0C3BEBBCAF4BFF8192AA82368424001A8CF66B9CAF4BFB085C3B92368424001C2ADCCA5CAF4BFF0DECF9825684240022C014CA7CAF4BFC06DF3872568424002B0C3BEBBCAF4BF
1512,1512,,,Bank of Africa28,Bank of Africa,,0106000020E61000000100000001030000000100000005000000904C8C74256842400196A645D3CAF4BFA8101E9323684240FFFF38D8D0CAF4BFF8192AA82368424001A8CF66B9CAF4BFC06DF3872568424002B0C3BEBBCAF4BF904C8C74256842400196A645D3CAF4BF
1513,1513,,,Bank of Africa29,Bank of Africa,,0106000020E6100000010000000103000000010000000500000000C997642568424000C67A9DE6CAF4BFF87FAA7E23684240FEE8B69FE7CAF4BFA8101E9323684240FFFF38D8D0CAF4BF904C8C74256842400196A645D3CAF4BF00C997642568424000C67A9DE6CAF4BF
1514,1514,,,Bank of Africa30,Bank of Africa,,0106000020E610000001000000010300000001000000050000002881B1512568424000F02288FDCAF4BF08DBCF6923684240FE707CD8FECAF4BFF87FAA7E23684240FEE8B69FE7CAF4BF00C997642568424000C67A9DE6CAF4BF2881B1512568424000F02288FDCAF4BF
1515,1515,,,Bank of Africa31,Bank of Africa,,0106000020E610000001000000010300000001000000050000004877274425684240FE776BF10DCBF4BFD85D9B5823684240FEB8560112CBF4BF08DBCF6923684240FE707CD8FECAF4BF2881B1512568424000F02288FDCAF4BF4877274425684240FE776BF10DCBF4BF
1516,1516,,,Bank of Africa32,Bank of Africa,,0106000020E6100000010000000103000000010000000500000018EE9A3225684240FFAFDA3923CBF4BF1867514723684240FF50D04125CBF4BFD85D9B5823684240FEB8560112CBF4BF4877274425684240FE776BF10DCBF4BF18EE9A3225684240FFAFDA3923CBF4BF
1517,1517,,,Hospital Road1,Hospital Road,,0106000020E6100000010000000103000000010000000500000090515D140B684240FF1B368727D0F4BF90DE5BF10A684240017D37D340D0F4BFC0CC374209684240FF72CCD737D0F4BFA0C15D650968424000F4914F20D0F4BF90515D140B684240FF1B368727D0F4BF
1518,1518,,,Hospital Road2,Hospital Road,,0106000020E610000001000000010300000001000000050000003016290E0C684240002EC20A73CFF4BFA08653790A684240011A139267CFF4BF408680A90A68424001E0125247CFF4BF7045B7380C684240FFADB14B54CFF4BF3016290E0C684240002EC20A73CFF4BF
1519,1519,,,Hospital Road3,Hospital Road,,0106000020E61000000100000001030000000100000005000000A87B2BEC0B684240FF7A529A8BCFF4BF40969E530A684240FE58DACF80CFF4BFA08653790A684240011A139267CFF4BF3016290E0C684240002EC20A73CFF4BFA87B2BEC0B684240FF7A529A8BCFF4BF
1520,1520,,,Hospital Road4,Hospital Road,,0106000020E61000000100000001030000000100000005000000A03F1DC40B6842400152DF8AA8CFF4BF4862F5260A68424000117CB59ECFF4BF40969E530A684240FE58DACF80CFF4BFA87B2BEC0B684240FF7A529A8BCFF4BFA03F1DC40B6842400152DF8AA8CFF4BF
1521,1521,,,Hospital Road5,Hospital Road,,0106000020E61000000100000001030000000100000005000000A09456A40B684240FF8AFF7FBFCFF4BFE8397B040A684240FF2F49CAB5CFF4BF4862F5260A68424000117CB59ECFF4BFA03F1DC40B6842400152DF8AA8CFF4BFA09456A40B684240FF8AFF7FBFCFF4BF
1522,1522,,,Hospital Road6,Hospital Road,,0106000020E61000000100000001030000000100000005000000383762770B684240FF0D0EFBDFCFF4BF308330D809684240FF8C1A71D3CFF4BFE8397B040A684240FF2F49CAB5CFF4BFA09456A40B684240FF8AFF7FBFCFF4BF383762770B684240FF0D0EFBDFCFF4BF
1523,1523,,,Hospital Road7,Hospital Road,,0106000020E61000000100000001030000000100000005000000508098590B684240FE08F680F5CFF4BFA04400B409684240005809ABEBCFF4BF308330D809684240FF8C1A71D3CFF4BF383762770B684240FF0D0EFBDFCFF4BF508098590B684240FE08F680F5CFF4BF
1524,1524,,,Hospital Road8,Hospital Road,,0106000020E6100000010000000103000000010000000500000098C45E370B6842400174793B0ED0F4BF78B6838809684240FE2C9CC708D0F4BFA04400B409684240005809ABEBCFF4BF508098590B684240FE08F680F5CFF4BF98C45E370B6842400174793B0ED0F4BF
1525,1525,,,Hospital Road9,Hospital Road,,0106000020E6100000010000000103000000010000000500000090515D140B684240FF1B368727D0F4BFA0C15D650968424000F4914F20D0F4BF78B6838809684240FE2C9CC708D0F4BF98C45E370B6842400174793B0ED0F4BF90515D140B684240FF1B368727D0F4BF
1526,1526,,,Hospital Road10,Hospital Road,,0106000020E61000000100000001030000000100000005000000601CE2E01168424000F616DEFECFF4BFA0ACAF80126842400199CBB2CCCFF4BF6858224313684240FF17A60AD4CFF4BFA8B85ECB1268424002A0197008D0F4BF601CE2E01168424000F616DEFECFF4BF
1527,1527,,,Hospital Road11,Hospital Road,,0106000020E6100000010000000103000000010000000500000058D83B5F1068424000A32F1AB8CFF4BF58069FCA0F68424000492B0FE9CFF4BF082951F90E684240FFB43984E0CFF4BFE0A509850F68424001B516DDAFCFF4BF58D83B5F1068424000A32F1AB8CFF4BF
1528,1528,,,Hospital Road12,Hospital Road,,0106000020E6100000010000000103000000010000000500000018FEEC1711684240FFDF8C13BFCFF4BF7090567010684240FFA0D8D2EFCFF4BF58069FCA0F68424000492B0FE9CFF4BF58D83B5F1068424000A32F1AB8CFF4BF18FEEC1711684240FFDF8C13BFCFF4BF
1529,1529,,,Hospital Road13,Hospital Road,,0106000020E61000000100000001030000000100000005000000E0003DBE1168424001D2355BC5CFF4BFB074E2381168424002968502F8CFF4BF7090567010684240FFA0D8D2EFCFF4BF18FEEC1711684240FFDF8C13BFCFF4BFE0003DBE1168424001D2355BC5CFF4BF
1530,1530,,,Hospital Road14,Hospital Road,,0106000020E61000000100000001030000000100000005000000A0ACAF80126842400199CBB2CCCFF4BF601CE2E01168424000F616DEFECFF4BFB074E2381168424002968502F8CFF4BFE0003DBE1168424001D2355BC5CFF4BFA0ACAF80126842400199CBB2CCCFF4BF
1531,1531,,,Hospital Road15,Hospital Road,,0106000020E6100000010000000103000000010000000500000010217A6111684240026EE8B40ED1F4BFA82221A611684240008E0F5CE0D0F4BF784F655812684240FF8CDE94E5D0F4BF18E0812212684240FFDBF2BC14D1F4BF10217A6111684240026EE8B40ED1F4BF
1532,1532,,,Hospital Road16,Hospital Road,,0106000020E61000000100000001030000000100000005000000D0CB392F10684240FF093360D5D0F4BF882E9AFB0F684240027DC68503D1F4BF8036FB3B0F684240008FBD88FDD0F4BF0095EB590F684240FFF45220CFD0F4BFD0CB392F10684240FF093360D5D0F4BF
1533,1533,,,Hospital Road17,Hospital Road,,0106000020E6100000010000000103000000010000000500000018D0DAF31068424000D8FB22DBD0F4BF086272A010684240FE4699AC08D1F4BF882E9AFB0F684240027DC68503D1F4BFD0CB392F10684240FF093360D5D0F4BF18D0DAF31068424000D8FB22DBD0F4BF
1534,1534,,,Hospital Road18,Hospital Road,,0106000020E61000000100000001030000000100000005000000A82221A611684240008E0F5CE0D0F4BF10217A6111684240026EE8B40ED1F4BF086272A010684240FE4699AC08D1F4BF18D0DAF31068424000D8FB22DBD0F4BFA82221A611684240008E0F5CE0D0F4BF
1535,1535,,,Hospital Road19,Hospital Road,,0106000020E61000000100000001030000000100000005000000889096442268424000A41E538BD1F4BFE0E4D0F2216842400250808150D1F4BFE8B34DA822684240017DD66C4DD1F4BF408A063823684240028BFF4F86D1F4BF889096442268424000A41E538BD1F4BF
1536,1536,,,Hospital Road20,Hospital Road,,0106000020E61000000100000001030000000100000005000000D837B0EF1F68424000E82E9D97D1F4BFF8F40A3E1F684240FE707C459BD1F4BFD08B3CDE1E68424002DF9DE45DD1F4BF001578A81F684240014EC2755AD1F4BFD837B0EF1F68424000E82E9D97D1F4BF
1537,1537,,,Hospital Road21,Hospital Road,,0106000020E61000000100000001030000000100000005000000184141CE2068424001CB1E0893D1F4BFD837B0EF1F68424000E82E9D97D1F4BF001578A81F684240014EC2755AD1F4BF0056F96B20684240FF28292457D1F4BF184141CE2068424001CB1E0893D1F4BF
1538,1538,,,Hospital Road22,Hospital Road,,0106000020E61000000100000001030000000100000005000000588F9698216842400250A0DD8ED1F4BF184141CE2068424001CB1E0893D1F4BF0056F96B20684240FF28292457D1F4BFD815543D2168424001DB6E9653D1F4BF588F9698216842400250A0DD8ED1F4BF
1539,1539,,,Hospital Road23,Hospital Road,,0106000020E61000000100000001030000000100000005000000889096442268424000A41E538BD1F4BF588F9698216842400250A0DD8ED1F4BFD815543D2168424001DB6E9653D1F4BFE0E4D0F2216842400250808150D1F4BF889096442268424000A41E538BD1F4BF
1540,1540,,,Hospital Road24,Hospital Road,,0106000020E61000000100000001030000000100000005000000E88410CA1A6842400125D0CFF0D0F4BF0876646819684240023C0BD5DCD0F4BFF073EDBF196842400101014CC8D0F4BF8081F32B1B684240015E9E4ADDD0F4BFE88410CA1A6842400125D0CFF0D0F4BF
1541,1541,,,Hospital Road25,Hospital Road,,0106000020E6100000010000000103000000010000000500000020B845911C684240FF33290A96D0F4BF28D20FED1A68424002233DA781D0F4BF507CB0571B684240FFBCFAA368D0F4BFE0B3D6061D68424001DDBF987ED0F4BF20B845911C684240FF33290A96D0F4BF
1542,1542,,,Hospital Road26,Hospital Road,,0106000020E61000000100000001030000000100000005000000203A67251C684240018DD88CABD0F4BF1007DD861A6842400241BFA099D0F4BF28D20FED1A68424002233DA781D0F4BF20B845911C684240FF33290A96D0F4BF203A67251C684240018DD88CABD0F4BF
1543,1543,,,Hospital Road27,Hospital Road,,0106000020E6100000010000000103000000010000000500000048CAD89B1B684240029F94FAC6D0F4BF083F20261A68424001E37E52B0D0F4BF1007DD861A6842400241BFA099D0F4BF203A67251C684240018DD88CABD0F4BF48CAD89B1B684240029F94FAC6D0F4BF
1544,1544,,,Hospital Road28,Hospital Road,,0106000020E610000001000000010300000001000000050000008081F32B1B684240015E9E4ADDD0F4BFF073EDBF196842400101014CC8D0F4BF083F20261A68424001E37E52B0D0F4BF48CAD89B1B684240029F94FAC6D0F4BF8081F32B1B684240015E9E4ADDD0F4BF
1545,1545,,,Hospital Road29,Hospital Road,,0106000020E61000000100000001030000000100000005000000E88410CA1A6842400125D0CFF0D0F4BF88622B681A684240FE34BD5404D1F4BF5852D9101968424001305A5EF1D0F4BF0876646819684240023C0BD5DCD0F4BFE88410CA1A6842400125D0CFF0D0F4BF
1546,1546,,,Hospital Road30,Hospital Road,,0106000020E6100000010000000103000000010000000500000020DEC0A5226842400183C2E469D0F4BFF0AD01E420684240FFDAC80F71D0F4BF90C23BB420684240FF54318854D0F4BF78029C76226842400218CC6E4CD0F4BF20DEC0A5226842400183C2E469D0F4BF
1547,1547,,,Hospital Road31,Hospital Road,,0106000020E61000000100000001030000000100000005000000F0CC4B052268424002A3AA9C05D0F4BF20D3D63220684240FFE57F4007D0F4BF48FB4F062068424002B03EA9ECCFF4BF20D360DB21684240FF3A136AEBCFF4BFF0CC4B052268424002A3AA9C05D0F4BF
1548,1548,,,Hospital Road32,Hospital Road,,0106000020E610000001000000010300000001000000050000001091E9292268424002A8CE7F1CD0F4BF60E8105920684240021125151ED0F4BF20D3D63220684240FFE57F4007D0F4BFF0CC4B052268424002A3AA9C05D0F4BF1091E9292268424002A8CE7F1CD0F4BF
1549,1549,,,Hospital Road33,Hospital Road,,0106000020E61000000100000001030000000100000005000000A0E89B5022684240013A77AE34D0F4BFD07172822068424001222BCC36D0F4BF60E8105920684240021125151ED0F4BF1091E9292268424002A8CE7F1CD0F4BFA0E89B5022684240013A77AE34D0F4BF
1550,1550,,,Hospital Road34,Hospital Road,,0106000020E6100000010000000103000000010000000500000078029C76226842400218CC6E4CD0F4BF90C23BB420684240FF54318854D0F4BFD07172822068424001222BCC36D0F4BFA0E89B5022684240013A77AE34D0F4BF78029C76226842400218CC6E4CD0F4BF
1551,1551,,,Hospital Road35,Hospital Road,,0106000020E61000000100000001030000000100000005000000F0AD01E420684240FFDAC80F71D0F4BF20DEC0A5226842400183C2E469D0F4BF1094E3D42268424001EFB85A87D0F4BF4899C71321684240FE18A5978DD0F4BFF0AD01E420684240FFDAC80F71D0F4BF
1552,1552,,,Tech Place1,Tech Place,,0106000020E61000000100000001030000000100000006000000109FF4584F684240FE61A6BF27CEF4BF284547B94E684240025019CC4DCEF4BF98E3DA924D68424001A6F1455ACEF4BF788278554E684240FF01BE3B2FCEF4BFD0A040C34E684240FF0BCE451BCEF4BF109FF4584F684240FE61A6BF27CEF4BF
1553,1553,,,Tech Place2,Tech Place,,0106000020E61000000100000001030000000100000005000000C84C18234B68424001ABF94A50CEF4BF101259A64A68424000AEA0F47BCEF4BFC8F1BFD94968424000110D7B6FCEF4BF70716F794A68424002B3855241CEF4BFC84C18234B68424001ABF94A50CEF4BF
1554,1554,,,Tech Place3,Tech Place,,0106000020E61000000100000001030000000100000006000000386C8B3A4C684240FFDFF59142CEF4BFF86DD7A44B68424002E39C3B6ECEF4BF101259A64A68424000AEA0F47BCEF4BFC84C18234B68424001ABF94A50CEF4BF206BE0904B68424002B88D5737CEF4BF386C8B3A4C684240FFDFF59142CEF4BF
1555,1555,,,Tech Place4,Tech Place,,0106000020E6100000010000000103000000010000000600000078E400484D684240002A26763ACEF4BF70485A994C684240014385BF66CEF4BFF86DD7A44B68424002E39C3B6ECEF4BF386C8B3A4C684240FFDFF59142CEF4BF404B51AD4C684240FF01BE3B2FCEF4BF78E400484D684240002A26763ACEF4BF
1556,1556,,,Tech Place5,Tech Place,,0106000020E61000000100000001030000000100000006000000788278554E684240FF01BE3B2FCEF4BF98E3DA924D68424001A6F1455ACEF4BF70485A994C684240014385BF66CEF4BF78E400484D684240002A26763ACEF4BF9028CBB54D68424001D9550124CEF4BF788278554E684240FF01BE3B2FCEF4BF
1557,1557,,,Tech Place6,Tech Place,,0106000020E61000000100000001030000000100000006000000284547B94E684240025019CC4DCEF4BF109FF4584F684240FE61A6BF27CEF4BFA01FCAAD4F684240009CAA0B10CEF4BFA8BB705C50684240FF4FF6241DCEF4BF50E0C7B24F684240FF9949B045CEF4BF284547B94E684240025019CC4DCEF4BF
1558,1558,,,Tech Place7,Tech Place,,0106000020E61000000100000001030000000100000005000000E8FF35F048684240FF54D699EFCEF4BF3041094A49684240FF461FE6D7CEF4BF107E1E1A4B684240003916F5F8CEF4BFB0FA51B14A684240FE8B6A6C0ACFF4BFE8FF35F048684240FF54D699EFCEF4BF
1559,1559,,,Tech Place8,Tech Place,,0106000020E61000000100000001030000000100000006000000F8DB33F2496842400095BAE0E3CEF4BFE86E21464A68424002B52225CECEF4BF78A2814B4C68424001A87179F0CEF4BF5039B3EB4B684240FF1528EF04CFF4BF107E1E1A4B684240003916F5F8CEF4BFF8DB33F2496842400095BAE0E3CEF4BF
1560,1560,,,Tech Place9,Tech Place,,0106000020E61000000100000001030000000100000006000000A88C97F24A684240FF5A9296D9CEF4BFE0EADE2F4B684240FE392415C3CEF4BFC015073F4D68424001AD797EE6CEF4BFA8C340CD4C684240FFD60715F9CEF4BF78A2814B4C68424001A87179F0CEF4BFA88C97F24A684240FF5A9296D9CEF4BF
1561,1561,,,Tech Place10,Tech Place,,0106000020E61000000100000001030000000100000006000000F04196DF4B684240FF5FEBE2CECEF4BFF0686B304C684240FFEDE87FB9CEF4BF506C961C4E6842400209571CDBCEF4BFC898D4A04D684240011C2D13EDCEF4BFC015073F4D68424001AD797EE6CEF4BFF04196DF4B684240FF5FEBE2CECEF4BF
1562,1562,,,Tech Place11,Tech Place,,0106000020E6100000010000000103000000010000000700000068BF79D44C684240018924B4C4CEF4BFD05603394D6842400063757BAECEF4BF98AAF84F4F684240018725A1D1CEF4BF48953CCC4E68424000F5DB16E6CEF4BFA8965E1C4E6842400157A924DBCEF4BF506C961C4E6842400209571CDBCEF4BF68BF79D44C684240018924B4C4CEF4BF
1563,1563,,,Tech Place12,Tech Place,,0106000020E61000000100000001030000000100000006000000286654EB4D6842400219B032BACEF4BFD0BE2E3A4E684240FFBCB9CCA4CEF4BFF03D921B506842400271CBA7C4CEF4BFE0B1B8CF4F6842400018CA1CDACEF4BF98AAF84F4F684240018725A1D1CEF4BF286654EB4D6842400219B032BACEF4BF
1564,1564,,,Tech Place13,Tech Place,,0106000020E61000000100000001030000000100000005000000B0E5322E4F684240FEDDBA289BCEF4BF48104DC44E684240FFB168F0ADCEF4BFA0E2076D4D68424001F4053997CEF4BF78ACBECC4D684240024BC4C883CEF4BFB0E5322E4F684240FEDDBA289BCEF4BF
1565,1565,,,Tech Place14,Tech Place,,0106000020E610000001000000010300000001000000050000006839F72E506842400056ED9A90CEF4BF08C2ADD94F68424002BB2080A6CEF4BF5809B8824E684240FEB999D18FCEF4BF606435DC4E6842400250CCCD79CEF4BF6839F72E506842400056ED9A90CEF4BF
1566,1566,,,Tech Place15,Tech Place,,0106000020E610000001000000010300000001000000060000007057E4814F684240FFF29BF484CEF4BF304DB3DB4F684240014761D270CEF4BFD803052F5168424001DFEC4687CEF4BF586C51DB5068424000E8A0349CCEF4BF70069D824F684240020BF50085CEF4BF7057E4814F684240FFF29BF484CEF4BF
1567,1567,,,Tech Place16,Tech Place,,0106000020E6100000010000000103000000010000000600000008C2ADD94F68424002BB2080A6CEF4BF6839F72E506842400056ED9A90CEF4BF386EF84A51684240FE6481B8A3CEF4BF90AB29E75068424002D4372EB8CEF4BF18A7607B5068424001F4A131B1CEF4BF08C2ADD94F68424002BB2080A6CEF4BF
1568,1568,,,Tech Place17,Tech Place,,0106000020E6100000010000000103000000010000000500000048104DC44E684240FFB168F0ADCEF4BFB0E5322E4F684240FEDDBA289BCEF4BF18A7607B5068424001F4A131B1CEF4BFF03D921B506842400271CBA7C4CEF4BF48104DC44E684240FFB168F0ADCEF4BF
1569,1569,,,Tech Place18,Tech Place,,0106000020E61000000100000001030000000100000006000000D0BE2E3A4E684240FFBCB9CCA4CEF4BF286654EB4D6842400219B032BACEF4BFC021B0864C68424001647FC4A2CEF4BF508660784C684240FF04B6D3A1CEF4BF083C30ED4C684240003749C38ECEF4BFD0BE2E3A4E684240FFBCB9CCA4CEF4BF
1570,1570,,,Tech Place19,Tech Place,,0106000020E61000000100000001030000000100000005000000D05603394D6842400063757BAECEF4BF68BF79D44C684240018924B4C4CEF4BF80125D8C4B6842400252AD4BAECEF4BFC0BAAEF54B68424000F2C23D99CEF4BFD05603394D6842400063757BAECEF4BF
1571,1571,,,Tech Place20,Tech Place,,0106000020E61000000100000001030000000100000005000000F0686B304C684240FFEDE87FB9CEF4BFF04196DF4B684240FF5FEBE2CECEF4BF186E25804A68424000CCA147B7CEF4BFA03636EA4A68424000EDBA38A3CEF4BFF0686B304C684240FFEDE87FB9CEF4BF
1572,1572,,,Tech Place21,Tech Place,,0106000020E61000000100000001030000000100000005000000E0EADE2F4B684240FE392415C3CEF4BFA88C97F24A684240FF5A9296D9CEF4BFE076AD9949684240FFC5F7B3C2CEF4BFE833B9E84968424000DFCE1BADCEF4BFE0EADE2F4B684240FE392415C3CEF4BF
1573,1573,,,Tech Place22,Tech Place,,0106000020E61000000100000001030000000100000006000000E86E21464A68424002B52225CECEF4BFF8DB33F2496842400095BAE0E3CEF4BF3041094A49684240FF461FE6D7CEF4BFA00353B948684240029C278ACFCEF4BFF05B2E0149684240FE8AD595B8CEF4BFE86E21464A68424002B52225CECEF4BF
1574,1574,,,Tech Place23,Tech Place,,0106000020E61000000100000001030000000100000005000000900E45774C68424001C7979C4FCFF4BF7830A3714B684240FE3709085ACFF4BF988D713F4C68424000926ECF1CCFF4BF00C3F0534D684240FFB214D011CFF4BF900E45774C68424001C7979C4FCFF4BF
1575,1575,,,Tech Place24,Tech Place,,0106000020E61000000100000001030000000100000005000000C8D8BA5549684240FF86D7886FCFF4BF10D6698B4868424000FD7F9777CFF4BF98660C4349684240015C2E363BCFF4BF907E6BFC49684240FFB7CFD633CFF4BFC8D8BA5549684240FF86D7886FCFF4BF
1576,1576,,,Tech Place25,Tech Place,,0106000020E61000000100000001030000000100000005000000086839754A68424001D8861564CFF4BFC8D8BA5549684240FF86D7886FCFF4BF907E6BFC49684240FFB7CFD633CFF4BF10F2C62B4B684240006B31C627CFF4BF086839754A68424001D8861564CFF4BF
1577,1577,,,Tech Place26,Tech Place,,0106000020E610000001000000010300000001000000050000007830A3714B684240FE3709085ACFF4BF086839754A68424001D8861564CFF4BF10F2C62B4B684240006B31C627CFF4BF988D713F4C68424000926ECF1CCFF4BF7830A3714B684240FE3709085ACFF4BF
1578,1578,,,Tech Place27,Tech Place,,0106000020E61000000100000001030000000100000005000000900E45774C68424001C7979C4FCFF4BF00C3F0534D684240FFB214D011CFF4BF60F86F684E68424001D3BAD006CFF4BFA0ECE67C4D6842400157263145CFF4BF900E45774C68424001C7979C4FCFF4BF
1579,1579,,,Kenya Road1,Kenya Road,,0106000020E61000000100000001030000000100000005000000086ED6132F684240FECAD0314DD4F4BF1095CA712D6842400023182F5FD4F4BF88F780392D68424002794AD141D4F4BF400D6DDA2E68424001733E4E2ED4F4BF086ED6132F684240FECAD0314DD4F4BF
1580,1580,,,Kenya Road2,Kenya Road,,0106000020E6100000010000000103000000010000000500000070B412762E684240FF26F74FF8D3F4BFA0D5C4CD2C68424000A4139C09D4F4BFE8469F962C684240017BF0D5ECD3F4BF28E3CA392E684240014CB8E0D7D3F4BF70B412762E684240FF26F74FF8D3F4BF
1581,1581,,,Kenya Road3,Kenya Road,,0106000020E6100000010000000103000000010000000500000078BBD1A62E68424002B5128A12D4F4BF50A663FE2C6842400281CCF922D4F4BFA0D5C4CD2C68424000A4139C09D4F4BF70B412762E684240FF26F74FF8D3F4BF78BBD1A62E68424002B5128A12D4F4BF
1582,1582,,,Kenya Road4,Kenya Road,,0106000020E61000000100000001030000000100000005000000400D6DDA2E68424001733E4E2ED4F4BF88F780392D68424002794AD141D4F4BF50A663FE2C6842400281CCF922D4F4BF78BBD1A62E68424002B5128A12D4F4BF400D6DDA2E68424001733E4E2ED4F4BF
1583,1583,,,Kenya Road5,Kenya Road,,0106000020E610000001000000010300000001000000050000001095CA712D6842400023182F5FD4F4BF086ED6132F684240FECAD0314DD4F4BFD8CE3F4D2F684240FF2363156CD4F4BF903214AA2D684240FECDE58C7CD4F4BF1095CA712D6842400023182F5FD4F4BF
1584,1584,,,Kenya Road6,Kenya Road,,0106000020E610000001000000010300000001000000050000006009B0A429684240FFE212729ED4F4BF00393CB22968424001F700A5EDD4F4BF401FB7C228684240FEC2B34BEED4F4BF109D93BB28684240005E723E9DD4F4BF6009B0A429684240FFE212729ED4F4BF
1585,1585,,,Kenya Road7,Kenya Road,,0106000020E61000000100000001030000000100000005000000C03BD1992768424001D531C09BD4F4BF506A8CC927684240018B1CF9EED4F4BF2880940B27684240FE862E7DEFD4F4BFC041B8C52668424002247CA89AD4F4BFC03BD1992768424001D531C09BD4F4BF
1586,1586,,,Kenya Road8,Kenya Road,,0106000020E61000000100000001030000000100000005000000109D93BB28684240005E723E9DD4F4BF401FB7C228684240FEC2B34BEED4F4BF506A8CC927684240018B1CF9EED4F4BFC03BD1992768424001D531C09BD4F4BF109D93BB28684240005E723E9DD4F4BF
1587,1587,,,Kenya Road9,Kenya Road,,0106000020E6100000010000000103000000010000000500000000393CB22968424001F700A5EDD4F4BF6009B0A429684240FFE212729ED4F4BFF04FCA8D2A684240FF68B3A59FD4F4BFC852C1A12A68424002E492FEECD4F4BF00393CB22968424001F700A5EDD4F4BF
1588,1588,,,Kenya Road10,Kenya Road,,0106000020E6100000010000000103000000010000000500000070BDB9A124684240008D10F5EDD2F4BF384A84D122684240012855D5DDD2F4BF78ACBCCB2268424001B79063C5D2F4BFE0F4D59224684240027E4864C4D2F4BF70BDB9A124684240008D10F5EDD2F4BF
1589,1589,,,Kenya Road11,Kenya Road,,0106000020E61000000100000001030000000100000005000000E8ECF1D024684240010BD8C971D3F4BF304DB1DA24684240012622FE8CD3F4BFE8F3A4FB22684240FEF8C8FC8FD3F4BF78456AF322684240FF10FF2C6DD3F4BFE8ECF1D024684240010BD8C971D3F4BF
1590,1590,,,Kenya Road12,Kenya Road,,0106000020E61000000100000001030000000100000005000000805274C424684240005270ED4ED3F4BFE8ECF1D024684240010BD8C971D3F4BF78456AF322684240FF10FF2C6DD3F4BF38DA24EB22684240FFB55B374AD3F4BF805274C424684240005270ED4ED3F4BF
1591,1591,,,Kenya Road13,Kenya Road,,0106000020E61000000100000001030000000100000005000000A8F946BB2468424000DF564C35D3F4BF805274C424684240005270ED4ED3F4BF38DA24EB22684240FFB55B374AD3F4BF40F895E3226842400206913F2AD3F4BFA8F946BB2468424000DF564C35D3F4BF
1592,1592,,,Kenya Road14,Kenya Road,,0106000020E61000000100000001030000000100000005000000A02E96B224684240FF558C091DD3F4BFA8F946BB2468424000DF564C35D3F4BF40F895E3226842400206913F2AD3F4BF2824AEDD22684240020A444A11D3F4BFA02E96B224684240FF558C091DD3F4BF
1593,1593,,,Kenya Road15,Kenya Road,,0106000020E61000000100000001030000000100000005000000B0CC31AC2468424000E1A7320BD3F4BFA02E96B224684240FF558C091DD3F4BF2824AEDD22684240020A444A11D3F4BFF8E74BD722684240FE505E47F6D2F4BFB0CC31AC2468424000E1A7320BD3F4BF
1594,1594,,,Kenya Road16,Kenya Road,,0106000020E6100000010000000103000000010000000500000070BDB9A124684240008D10F5EDD2F4BFB0CC31AC2468424000E1A7320BD3F4BFF8E74BD722684240FE505E47F6D2F4BF384A84D122684240012855D5DDD2F4BF70BDB9A124684240008D10F5EDD2F4BF
1595,1595,,,Kenya Road17,Kenya Road,,0106000020E6100000010000000103000000010000000500000038DB104127684240FF12E27D94D2F4BFD80A460427684240017BB34754D2F4BF585E34C927684240005BACF44FD2F4BF184F130928684240027240D391D2F4BF38DB104127684240FF12E27D94D2F4BF
1596,1596,,,Kenya Road18,Kenya Road,,0106000020E6100000010000000103000000010000000500000010178C262468424002F3E2159FD2F4BF105D735B23684240005C41CBA1D2F4BFA0158B2B23684240013FA5E769D2F4BF786B1CFB2368424002AFC15865D2F4BF10178C262468424002F3E2159FD2F4BF
1597,1597,,,Kenya Road19,Kenya Road,,0106000020E61000000100000001030000000100000005000000E01AD9E124684240022879969CD2F4BF10178C262468424002F3E2159FD2F4BF786B1CFB2368424002AFC15865D2F4BF40422AB8246842400046053261D2F4BFE01AD9E124684240022879969CD2F4BF
1598,1598,,,Kenya Road20,Kenya Road,,0106000020E61000000100000001030000000100000005000000C01544A22568424001999C059AD2F4BFE01AD9E124684240022879969CD2F4BF40422AB8246842400046053261D2F4BF10551A6625684240FF371C605DD2F4BFC01544A22568424001999C059AD2F4BF
1599,1599,,,Kenya Road21,Kenya Road,,0106000020E6100000010000000103000000010000000500000058670E792668424001B5832897D2F4BFC01544A22568424001999C059AD2F4BF10551A6625684240FF371C605DD2F4BF58B7573F26684240019ABA9A58D2F4BF58670E792668424001B5832897D2F4BF
